3.9937614698177706
Time 	 Eb 	 Ea 	 Ep 	 phi_d 	 phi_z 	 KED 	 MLD 	 K 	 E_k 	 Eb_D 	 Ea_D 	 Ep_D 	 phi_d_D 	 phi_z_D 	 KED_D 	 K_D 	 Eb_U 	 Ea_U 	 Ep_U 	 phi_d_U 	 phi_z_U 	 KED_U 	 K_U 
944.9999999967719	29011572740.302246	30517501.08747149	29042090241.389717	4.78469232466213e-05	-2506.440077650873	3.493530195163494e-07	-8.503394568690096	0.23811795321978518	6418.224794943071	2072795996.7388659	17002.399492919445	2072812999.1383588	0.0002856309761923619	628876.447359917	1.032670619323006e-06	0.6441496841832594	2849474886.71019	18127.348327466752	2849493014.0585175	3.1189851571058924e-05	-624518.1207830221	5.476873411852222e-07	0.07027832454036376
985.4999999965816	29010760410.307404	31313939.092092697	29042074349.399494	4.519311667057537e-05	-2701.385382487584	3.514702690941105e-07	-8.520567092651758	0.2249370948500643	6457.120802950262	2072811012.3647192	17319.19118946232	2072828331.555909	0.00028362147199283226	628270.5646009566	1.0440494800518719e-06	0.6401287334893734	2849455677.865469	18449.447832446076	2849474127.313301	1.9739443674889344e-05	-624856.7950911126	5.495110327627461e-07	0.04445577317796877
1025.999999996429	29010044525.446793	32012422.814012114	29042056948.260803	4.285411169084522e-05	-2898.225779876313	3.536852556421691e-07	-8.542432108626198	0.21330046130552813	6497.86482057628	2072825412.31268	17622.45603502728	2072843034.7687154	0.00030291219959890366	625685.0257061962	1.055809306155233e-06	0.6842321449599112	2849436524.9033012	18664.638467805926	2849455189.5417695	1.3213941916664058e-05	-624219.6632355856	5.520612187277081e-07	0.02974550302865627
1066.4999999970062	29009385060.73323	32652966.57858843	29042038027.31182	4.0861282627277065e-05	-3122.125416148592	3.5591344414619525e-07	-8.570786741214057	0.20336648221715628	6539.096345048758	2072839049.1808815	17918.632470965385	2072856967.8133523	0.0002884568575976856	621312.2716014305	1.0677824360848731e-06	0.6521211803441753	2849417435.7023335	18780.671667387243	2849436216.3740015	9.056244080442377e-06	-623673.4041461083	5.550629669117983e-07	0.02037913905189656
1106.9999999975832	29008727987.413174	33289437.167265475	29042017424.58044	3.9557603186508866e-05	-3394.4000272835265	3.5803340901463267e-07	-8.593250798722044	0.19683850849144416	6578.696113087798	2072851628.7913058	18212.861960779876	2072869841.653267	0.0002736513356116975	615332.9879914497	1.0796729490463147e-06	0.619351410841041	2849398417.5782747	18807.692093742076	2849417225.2703686	6.860282703266286e-06	-623561.350508384	5.582921360615974e-07	0.015434313632622688
1147.4999999981603	29008201882.21634	33792835.90591234	29041994718.122253	3.863248916884469e-05	-3710.3414908252316	3.600713181412706e-07	-8.620607028753994	0.1921973092445194	6616.964068293646	2072862890.7545269	18503.65132831782	2072881394.4058557	0.0002644773556846517	609212.9653822428	1.091812261803698e-06	0.5992860623019841	2849379478.4926314	18757.593553174283	2849398236.0861845	5.640755483807479e-06	-623989.6407457709	5.615502375537324e-07	0.012689695181281373
1187.9999999987374	29007872236.328358	34097093.59475452	29041969329.923115	3.8392929374575475e-05	-4015.192874893805	3.6219181141249863e-07	-8.653554313099042	0.19097745003534672	6656.718685176374	2072872836.965984	18786.50623895973	2072891623.472223	0.0002580092035260017	604925.93986734	1.1047910224134612e-06	0.5852347981331777	2849360625.1632586	18644.04771843739	2849379269.2109766	4.823112876726086e-06	-624895.4410959689	5.646488664259994e-07	0.010850474885421294
1228.4999999993145	29007650510.32858	34290456.19762415	29041940966.526203	3.8669242140014804e-05	-4244.41664343295	3.644972800267152e-07	-8.689297124600639	0.19233018065922386	6699.789232376561	2072881743.7957013	19061.308009361845	2072900805.1037107	0.00025581077544385255	603447.2389367631	1.1186107600095688e-06	0.5807894857914949	2849341863.7861977	18478.58296712488	2849360342.3691645	4.16421729983446e-06	-625518.5146752417	5.674490177234431e-07	0.009369010831282255
1268.9999999998915	29007462587.349396	34447278.3411935	29041909865.69059	3.942504156562191e-05	-4372.269111545411	3.669614314898832e-07	-8.714556709265176	0.19607359791812884	6745.743165670833	2072889989.6279082	19334.185416633263	2072909323.813325	0.0002585353002465755	604153.0736704338	1.132716146553091e-06	0.5874571276526895	2849323197.5190525	18267.522977018496	2849341465.042029	3.6884846432380648e-06	-625794.7725801527	5.699005896279714e-07	0.008299596584191406
1309.5000000004686	29007321201.789318	34555460.76498461	29041876662.554306	4.069122067183158e-05	-4418.994496402316	3.6942542827314836e-07	-8.755890575079873	0.20236511097675303	6791.755170739785	2072897811.1078577	19612.263341601938	2072917423.3711994	0.00027250764941024597	605334.2875900761	1.1462838155100153e-06	0.6196330816135128	2849304628.526416	18010.553247075994	2849322639.079662	3.3319905169296834e-06	-625864.6242191934	5.720216817465524e-07	0.007498191829245193
1350.0000000010457	29007181806.22326	34660216.75895864	29041842022.98222	4.13993368661399e-05	-4433.737779571224	3.7168630282592896e-07	-8.796725239616613	0.20589537833716082	6834.125722565949	2072905164.287446	19895.43677624501	2072925059.7242222	0.00029618882623881507	605735.5303134162	1.1588785596589475e-06	0.6738455392204923	2849286159.418773	17703.693512924016	2849303863.1122866	3.0665180728465096e-06	-625791.7044007678	5.738393425550002e-07	0.006901123327759047
1390.5000000016228	29007063847.284225	34742382.27338183	29041806229.55761	4.243769236924561e-05	-4457.1521186237605	3.7366539723222643e-07	-8.840754792332268	0.211100952996004	6871.349229643824	2072911881.6661167	20174.545588837933	2072932056.2117057	0.00030758596454174035	606020.6209774307	1.1708085865048379e-06	0.7001157588244596	2849267793.362083	17343.0976440371	2849285136.459728	2.8470725581786575e-06	-625589.4211154284	5.753450858485414e-07	0.0064073647341807835
1431.0000000021998	29006936962.354027	34832121.511170805	29041769083.8652	4.395577677640892e-05	-4484.456708162787	3.754609203157191e-07	-8.878594249201278	0.21870058840019543	6905.1518393469405	2072917976.1437864	20443.78762178309	2072938419.9314084	0.00033807561112022253	608019.1551815625	1.182478049938167e-06	0.769806922632832	2849249534.034272	16925.59167392645	2849266459.625947	2.66380526013049e-06	-625248.8819128763	5.764847670142489e-07	0.005995080929310345
1471.500000002777	29006823156.051136	34907193.099918604	29041730349.151054	4.58615826721971e-05	-4478.444865956017	3.7718951423332723e-07	-8.921525559105431	0.22824998648365283	6937.647462207256	2072923622.5515428	20703.48411544785	2072944326.0356576	0.00038770097133115943	612447.3428308449	1.1939106831859894e-06	0.8830712155349775	2849231385.7881436	16449.021360849496	2849247834.8095036	2.514862285691637e-06	-624742.7602655275	5.771593033516504e-07	0.005660027222792256
1512.000000003354	29006750759.60782	34939423.848109424	29041690183.455933	4.824424152133215e-05	-4420.225931460729	3.788218493162462e-07	-8.965654952076678	0.2401944906392179	6968.292876230444	2072928887.7821565	20952.62937241979	2072949840.4115283	0.0004379093658206659	617507.4183609514	1.2051148155965432e-06	0.9977549573519033	2849213350.8408704	15913.400411710842	2849229264.2412815	2.3904121183723342e-06	-623935.3010627676	5.772088213796251e-07	0.005380490747558935
1552.500000003931	29006657717.30875	34991190.96960646	29041648908.278355	5.063927091169148e-05	-4318.701515308953	3.8025986161174643e-07	-9.010083865814696	0.2522184389787835	6995.252784315458	2072933725.7766404	21187.502382922918	2072954913.2790232	0.0004779799960463166	620813.016247096	1.216397771050429e-06	1.0893763636696885	2849195409.0497065	15319.389061488677	2849210728.4387684	2.2728308358214168e-06	-622971.7533260562	5.764787203116247e-07	0.005116954455554132
1593.0000000045081	29006568554.400177	35038029.95449406	29041606584.354675	5.3798717463150504e-05	-4198.786104036746	3.8151024371000876e-07	-9.056908945686901	0.2680590689531789	7018.608364618085	2072938161.557025	21405.951838014647	2072959567.508863	0.000507299576411377	622370.290141411	1.2280659989059886e-06	1.1564480882518116	2849177606.8854446	14680.112904320471	2849192286.998349	2.185747817928475e-06	-622058.9937944867	5.749268281008758e-07	0.0049222655349531125
1633.5000000050852	29006466880.18969	35096291.633099556	29041563171.822796	5.569707640448155e-05	-4117.898934720473	3.8266558780019155e-07	-9.101138178913738	0.2776375687270433	7040.075622396087	2072942324.4023995	21613.11433856003	2072963937.516738	0.0005501372827343971	623010.5988898309	1.2401177128054914e-06	1.2542311116317795	2849159983.4384375	14009.719141596928	2849173993.1575785	2.1014901164647956e-06	-620616.7467486144	5.726053036954692e-07	0.004734354155899076
1674.0000000056623	29006359233.065094	35159586.083915174	29041518819.149014	5.7874227647013296e-05	-4068.863454392773	3.838107445444978e-07	-9.151257987220447	0.28860468212240165	7061.268987456592	2072946328.5650113	21816.70236265473	2072968145.267374	0.0006871730100030685	624144.519097381	1.2523779110873893e-06	1.566634865954262	2849142529.395665	13311.096535653807	2849155840.492201	2.0358962122537055e-06	-618145.7205699407	5.696525480051805e-07	0.004588388094652544
1714.5000000062394	29006249780.268078	35224045.68968189	29041473825.957756	5.9584951378969194e-05	-4014.477868652403	3.849714903032236e-07	-9.201178115015974	0.2972491311692314	7082.74030272502	2072950180.0763824	22016.91089361906	2072972196.9872763	0.0007305843551436311	626089.3296590575	1.2649329733834588e-06	1.6654153261187885	2849125240.0312757	12578.555298497435	2849137818.5865746	1.991110290671959e-06	-614506.830560705	5.66297893076989e-07	0.004489203917782005
