5.923809031895941
Time 	 Eb 	 Ea 	 Ep 	 phi_d 	 phi_z 	 KED 	 MLD 	 K 	 E_k 	 Eb_D 	 Ea_D 	 Ep_D 	 phi_d_D 	 phi_z_D 	 KED_D 	 K_D 	 Eb_U 	 Ea_U 	 Ep_U 	 phi_d_U 	 phi_z_U 	 KED_U 	 K_U 
944.9999999967719	29021125930.103626	20473598.298187733	29041599528.401814	0.0025314396838083727	-13681.859029233434	3.129217670406499e-06	-9.065894568690096	11.792994715230614	58268.58212995427	2072683409.6986365	74904.79518481158	2072758314.4938214	0.0021074313580366527	2093461.1866491667	9.521924951122593e-06	4.341157676127614	2849349213.6931005	56472.29397626128	2849405685.987077	0.03387391680782775	-2160938.9482799033	4.970765274612632e-06	71.23309167934676
985.4999999965816	29021705181.573864	19759614.40192175	29041464795.97578	0.0023939526480868936	-11498.025846655364	3.1335862788057773e-06	-9.196086261980831	11.130748079148118	58351.532024341395	2072647353.310432	74708.99015532807	2072722062.3005872	0.0017252540754693754	2164266.2564125117	9.598634035334148e-06	3.5401207873599847	2849336859.2072005	55698.771231959574	2849392557.978432	0.03299441357826981	-2164156.5961372154	4.930986123944533e-06	69.22808636252485
1025.999999996429	29022404912.544006	18929756.03470874	29041334668.578716	0.002217766401707083	-6062.771449646663	3.132306194136598e-06	-9.335662939297125	10.316256017540862	58340.698228944864	2072621753.948899	74888.47626686654	2072696642.425166	0.001362056107701544	2198720.0864106356	9.601732737636915e-06	2.7978375176087464	2849323892.6020675	54987.569441743195	2849378880.1715093	0.0319374411412932	-2162527.2572707226	4.896604012580743e-06	66.88590761479706
1066.4999999970062	29023109183.701355	18119868.435920954	29041229052.13728	0.0025413694335540476	-4938.952794861661	3.1223685090336488e-06	-9.452975239616613	11.80988409201848	58174.59391452372	2072600174.4667742	74999.91510560455	2072675174.3818798	0.0012032086681729058	2209046.309441359	9.572791143695043e-06	2.4541015233805292	2849310334.265471	54378.87882988806	2849364713.144301	0.03162410703027682	-2156992.189954652	4.871155108313129e-06	66.2083124197818
1106.9999999975832	29023802009.439396	17330181.156527996	29041132190.59593	0.00773278170740912	-4038.2150853656403	3.11216723489214e-06	-9.524161341853036	35.85796654068296	57988.69126044687	2072581145.7336326	75033.56210236344	2072656179.2957354	0.0012526135634241728	2218095.744224237	9.519214617595014e-06	2.540026239393407	2849296311.172177	53803.27598560229	2849350114.4481626	0.031131919341644353	-2148397.3426249214	4.857878054236973e-06	65.33658855458859
1147.4999999981603	29024476053.211723	16564717.133119583	29041040770.34484	0.021787998209569292	-3245.4625973444213	3.0981843621770117e-06	-9.60882587859425	100.99729942485412	57717.24067961637	2072563965.321433	74941.23189984912	2072638906.5533326	0.0014123167526734562	2221510.6117051374	9.422438532193803e-06	2.866132071531001	2849281881.7080207	53185.862040018656	2849335067.5700607	0.031223287174337543	-2137831.35080653	4.8572246585941285e-06	65.96268251344324
1187.9999999987374	29025188272.99283	15764113.656955242	29040952386.649784	0.024590228033579756	-2752.323503836405	3.0819694077810164e-06	-9.679812300319488	114.34409204554422	57418.86749187732	2072548338.689754	74518.25842018238	2072622856.948174	0.0014739169818077853	2219394.160591473	9.295104318330473e-06	2.997815379467356	2849266815.424999	52579.68638933031	2849319395.111389	0.030934242967830518	-2125726.502898316	4.866779441063444e-06	66.09346048487562
1228.4999999993145	29025950992.96774	14914487.474637985	29040865480.44237	0.019077909028338495	-1903.0873618237415	3.0675502892363278e-06	-9.753494408945686	89.06984611309335	57133.57266850558	2072534219.4979126	73633.78674271051	2072607853.2846558	0.0015996122999869667	2224278.0120110293	9.181534305801457e-06	3.2301363661344906	2849250835.8940897	52100.5518909418	2849302936.4459805	0.030142235494707747	-2112008.11184243	4.8794206725613955e-06	65.12318204285064
1268.9999999998915	29026705081.128883	14077960.997015	29040783042.125896	0.013427876376718917	-1456.4992799663637	3.059277001865064e-06	-9.830670926517572	62.64934173449887	56954.64899529012	2072523942.7463598	72507.45416412223	2072596450.2005239	0.0016303422067927096	2217720.3487939723	9.109689907242038e-06	3.2228974134951986	2849233764.1318765	51861.719030267086	2849285625.850907	0.02987497767652151	-2097659.76320667	4.886917808874579e-06	65.0692317620114
1309.5000000004686	29027541821.26144	13157712.763716936	29040699534.025154	0.008760589429949325	-2193.829425744664	3.043011355639027e-06	-9.904053514376997	40.56165390286835	56678.848024547595	2072514725.4926376	70782.06608847436	2072585507.5587263	0.0016198523437528725	2191333.6573901675	9.020788927536674e-06	3.1597407751718696	2849215443.690263	51928.85890670958	2849267372.5491695	0.030263044539131784	-2083963.8999971515	4.8887863651303856e-06	66.27952829929139
