1.548495354349815
Time 	 Eb 	 Ea 	 Ep 	 phi_d 	 phi_z 	 KED 	 MLD 	 K 	 E_k 	 Eb_D 	 Ea_D 	 Ep_D 	 phi_d_D 	 phi_z_D 	 KED_D 	 K_D 	 Eb_U 	 Ea_U 	 Ep_U 	 phi_d_U 	 phi_z_U 	 KED_U 	 K_U 
931.4999999968353	0.0	30068247658.441204	30068247658.441204	1.3551914347390072e-06	-1351.4450485368545	2.6141166055644777e-06	-8.20167731629393	0.006901697291605363	50095.93551836534	0.0	407412751.1682255	407412751.1682255	6.4717952082301355e-06	256184.42169294946	1.4333792975460065e-05	0.006581275485821743	0.0	560148785.2904203	560148785.2904203	2.9241432082542472e-06	-248994.80050715312	1.1677318773945342e-05	0.0029878486697738414
971.999999996645	0.0	30068219071.195698	30068219071.195698	1.4225276051782685e-06	-1374.0585802034045	2.5813847750564343e-06	-8.226936900958467	0.007242431886556351	49485.948076149034	0.0	407413054.051444	407413054.051444	6.131048299901913e-06	258634.728665613	1.4082586013835863e-05	0.0062317039635662475	0.0	560146448.098577	560146448.098577	3.058673098260874e-06	-249190.8586825824	1.1519073072895654e-05	0.003124961150451487
1012.4999999964547	0.0	30068189455.368057	30068189455.368057	1.4931678066696315e-06	-1253.4793756617532	2.5457532534616096e-06	-8.262180511182109	0.007600139695859019	48812.405786931115	0.0	407413316.3162098	407413316.3162098	5.853491863164603e-06	260528.90439820645	1.3814009008534373e-05	0.005947055011171783	0.0	560143955.2632654	560143955.2632654	3.2948119108419745e-06	-249043.29377407557	1.1351782684437237e-05	0.0033658015753717774
1052.9999999968138	0.0	30068158678.379547	30068158678.379547	1.6156706875261008e-06	-1091.8549159297897	2.508955031840006e-06	-8.286042332268371	0.008221907455435974	48114.112902761524	0.0	407413355.13642234	407413355.13642234	5.6035125462221736e-06	262968.6592809408	1.3538767243221975e-05	0.005690642258187601	0.0	560141376.873843	560141376.873843	3.6183533512693817e-06	-248493.77006128052	1.1180927963920316e-05	0.00369580694246033
1093.499999997391	0.0	30068126604.280556	30068126604.280556	1.7408390370251132e-06	-1055.7548850948974	2.4723001603063593e-06	-8.315894568690096	0.00885730175055876	47416.89100019387	0.0	407413200.86653024	407413200.86653024	5.62860250858362e-06	261192.95317780314	1.3265068956103235e-05	0.005712800036772902	0.0	560138782.4614036	560138782.4614036	4.124241611802898e-06	-247552.4530156432	1.1010037667248384e-05	0.004211908264125449
1133.999999997968	0.0	30068092411.407898	30068092411.407898	1.8593517578083546e-06	-1248.0365439621305	2.4365968128159697e-06	-8.34654552715655	0.009458385697401765	46737.29673907647	0.0	407412833.3456991	407412833.3456991	5.659724949466141e-06	264413.5903973897	1.299274904381386e-05	0.005741062172522678	0.0	560136202.5602362	560136202.5602362	4.7294670581657634e-06	-246609.37476057018	1.0841598046018716e-05	0.004829259339562237
1174.499999998545	0.0	30068058227.282673	30068058227.282673	1.9897870972485763e-06	-1045.090960551528	2.4017661993980796e-06	-8.379392971246006	0.010119563993524913	46073.55497204745	0.0	407412371.67734194	407412371.67734194	5.518425576509973e-06	262572.2420612881	1.2733294835248131e-05	0.005594427455632503	0.0	560133614.62418	560133614.62418	5.371822493835766e-06	-245956.12470203004	1.0677666911321465e-05	0.005484262751529313
1214.999999999122	0.0	30068021844.57065	30068021844.57065	2.1031253736756014e-06	-1018.4715083032125	2.368268132879444e-06	-8.411841054313099	0.010693184994732815	45436.217780344785	0.0	407411963.5192516	407411963.5192516	5.21781568597793e-06	267400.2227002182	1.2517612860012704e-05	0.00528667213947156	0.0	560131005.5109627	560131005.5109627	6.031558584881998e-06	-245394.5195325397	1.0519632256123862e-05	0.00615671376931758
1255.4999999996992	0.0	30067987235.9375	30067987235.9375	2.2371894810105826e-06	-661.4946890381045	2.3378362900733323e-06	-8.442591853035143	0.01137179742876989	44856.16924234163	0.0	407411004.247079	407411004.247079	4.813460318924682e-06	273300.40229533747	1.2311426578579851e-05	0.004874477031395818	0.0	560128372.6718398	560128372.6718398	6.623547787220346e-06	-244968.0326747573	1.0367699614309655e-05	0.006759660187633044
1296.0000000002763	0.0	30067947920.91606	30067947920.91606	2.3760913899151103e-06	-412.40738184296924	2.3094927678824493e-06	-8.48202875399361	0.012074462559250529	44314.775012971804	0.0	407409732.7810277	407409732.7810277	4.419751025310277e-06	276045.8959722289	1.21064094171351e-05	0.004473895172908817	0.0	560125723.7853944	560125723.7853944	6.8085978159560585e-06	-244670.22030970946	1.022139629970073e-05	0.006947011664601433
